candidate_id,pool_seed,heldout_corner,cell_type,input_arc,Wn_um,L_um,Wp_Wn_ratio,Vdd,Temp,Cload_fF,slew_ps,corner
15,0,ff,INV,I_to_Z,2.0407874500781116,0.28,2.0775561792522037,1.9530294101405632,62.1128585799745,85.01399304139747,96.10832867343122,ff
16,0,ff,INV,I_to_Z,2.205377794995954,0.28,2.520821242234736,1.723204836983757,12.59771520176912,72.09130637889444,476.4534304442289,ff
17,0,ff,INV,I_to_Z,3.1152770925504742,0.28,1.9848333817610448,1.7046837312674505,82.158344745502,66.93083358041181,226.88133796327637,ff
18,0,ff,INV,I_to_Z,2.6622979146060195,0.28,1.8303033201951149,1.832331247279718,41.33265401783068,82.14227507063838,371.3527557451402,ff
19,0,ff,INV,I_to_Z,3.573965393589705,0.28,2.3795086125328377,1.7560973381035772,1.9199974461681713,67.04569483565285,339.5591788082131,ff
20,0,ff,INV,I_to_Z,2.7510116831726847,0.28,2.9732074780396083,1.947875044093737,23.173189631092235,53.85966038205619,448.60235591154765,ff
21,0,ff,INV,I_to_Z,4.4369031076636585,0.28,1.5750840757339246,1.6218634516829038,47.666964314575,25.504428428013682,325.06429992467037,ff
22,0,ff,INV,I_to_Z,4.440439347535545,0.28,2.289636602144965,1.8633178866645235,16.191861134655,55.5978900702209,417.74983639543615,ff
23,0,ff,INV,I_to_Z,4.207339267030749,0.28,2.15789355498432,1.8532176756018734,6.887228200043882,32.26822635070081,252.24998146910633,ff
24,0,ff,NAND2,A1_A2_tied_to_Z,3.557654680495132,0.28,2.2198503225321162,1.6219598995357851,87.90979786483527,13.235265327061276,231.43601936367133,ff
25,0,ff,NAND2,A1_A2_tied_to_Z,2.3860878133124857,0.28,1.5054776931110585,1.9172933961782022,37.53054400784801,82.28252923400963,247.17650115923036,ff
26,0,ff,NAND2,A1_A2_tied_to_Z,3.8722307948771246,0.28,2.002702835084258,1.9761120482445498,81.7226096332131,48.7855096130463,212.54225365090358,ff
27,0,ff,NAND2,A1_A2_tied_to_Z,2.011663117873839,0.28,1.8839606571606455,1.9577985307510417,1.7992049348166148,35.01783001288972,288.7399551516612,ff
28,0,ff,NAND2,A1_A2_tied_to_Z,2.9727818413521594,0.28,2.5860635742440223,1.7450006864151455,-1.9595995799008001,67.8158575151416,324.1399451259334,ff
29,0,ff,NAND2,A1_A2_tied_to_Z,3.171211537084889,0.28,1.802815516921057,1.8300350667341354,21.227982379287518,28.861091599628036,493.4603505508736,ff
30,0,ff,NAND2,A1_A2_tied_to_Z,3.893514424626299,0.28,2.441211152581884,1.8468684489706126,-17.521696616709782,44.143523954012124,148.2203895964142,ff
31,0,ff,NAND2,A1_A2_tied_to_Z,1.8742139033152676,0.28,2.6787047575382834,1.7335604818571568,61.78195167059391,73.42757702694374,27.95311649623743,ff
32,0,ff,NAND2,A1_A2_tied_to_Z,1.0761551248369936,0.28,1.5724273112483942,1.9205762042379586,94.04528972620268,57.0363167248381,430.4749049171271,ff
33,0,ff,NAND2,A1_A2_tied_to_Z,3.472401332319919,0.28,2.7730905746386942,1.9452568552213707,29.970906667561344,87.49446504221216,99.72047849021659,ff
34,0,ff,NAND2,A1_A2_tied_to_Z,2.7235625741485716,0.28,1.7333226450065016,1.6662570269832797,96.92813744066862,63.11183976344002,396.3308639866477,ff
35,0,ff,NAND2,A1_A2_tied_to_Z,1.4934462227784173,0.28,2.3439325539544935,1.645231806288066,5.972140828810453,3.430741501673619,340.5149533739135,ff
36,0,ff,NAND2,A1_A2_tied_to_Z,4.638265321435802,0.28,1.8745024375459534,1.6633121360923075,71.63689977236496,41.88246639760384,409.77348712220277,ff
37,0,ff,NAND2,A1_A2_tied_to_Z,2.8292037072272325,0.28,2.5597771608660325,1.7837013678150067,66.82373755727969,94.66141057583202,52.59441052078668,ff
38,0,ff,NAND2,A1_A2_tied_to_Z,1.7112341721379112,0.28,2.4340609984498234,1.8665071656573697,-14.489625821894814,61.97815324874038,86.35329468213506,ff
39,0,ff,NAND2,A1_A2_tied_to_Z,0.9755497542872074,0.28,2.1045022584763537,1.7124464132436996,75.21970929335961,22.11003123137789,179.22848582016883,ff
40,0,ff,NAND2,A1_A2_tied_to_Z,0.8390540738165466,0.28,2.8944144810248447,1.6924468566884459,13.831433212643574,20.52741460358945,367.85851328710817,ff
41,0,ff,NAND2,A1_A2_tied_to_Z,4.995938893400365,0.28,2.713940064711486,1.897424959204715,45.780376098822586,52.44889959609649,120.57225502626386,ff
42,0,ff,NAND2,A1_A2_tied_to_Z,2.3689603390889866,0.28,2.2881939831658484,1.8292660323866654,56.78341800632076,97.10198301314044,443.55313082239564,ff
43,0,ff,NAND2,A1_A2_tied_to_Z,4.087009747861803,0.28,2.9783454406855885,1.8797741791964138,17.833393757812217,33.14013366984343,304.67884037717977,ff
44,0,ff,NAND2,A1_A2_tied_to_Z,4.398601896011862,0.28,1.9410692686783233,1.7588258260439356,-7.562824768738478,14.39796495458983,44.22761528409276,ff
45,0,ff,NAND2,A1_A2_tied_to_Z,0.6223241551181719,0.28,1.6574582949650696,1.7904463655536031,40.725435112242124,90.86237472560205,165.84812843688152,ff
46,0,ff,NAND2,A1_A2_tied_to_Z,4.449182490205352,0.28,2.8613423041083266,1.7052710170002943,53.945090486292415,5.421581651330253,264.6973362234511,ff
47,0,ff,NAND2,A1_A2_tied_to_Z,1.3369734740799442,0.28,2.163595940375288,1.8017354790291509,32.11363201022921,76.46461561473814,477.5584888222674,ff
48,0,ff,NOR2,A1_A2_tied_to_Z,4.211205890159796,0.28,2.31544136170731,1.6948286829693826,79.66991409001804,33.16214618974936,60.482241755574655,ff
49,0,ff,NOR2,A1_A2_tied_to_Z,2.100420204843038,0.28,1.6110044701551285,1.8904504398373996,26.298730844185172,52.69896008695512,171.78653402954552,ff
50,0,ff,NOR2,A1_A2_tied_to_Z,4.382331286891331,0.28,1.7521386941973391,1.9513897004868805,69.43518675822703,81.32211123792126,106.24785834817466,ff
51,0,ff,NOR2,A1_A2_tied_to_Z,1.5086208221827362,0.28,2.660272582313625,1.73966206079739,63.78194742593307,41.82563176359095,33.495311364960244,ff
52,0,ff,NOR2,A1_A2_tied_to_Z,3.751610598865632,0.28,1.931102150188833,1.713867527779892,40.69894004215083,69.81005176127037,321.96736844103054,ff
53,0,ff,NOR2,A1_A2_tied_to_Z,2.4871607314510924,0.28,1.99533063406231,1.6555648771034448,-17.608070956458402,26.906455160238046,468.04651033257966,ff
54,0,ff,NOR2,A1_A2_tied_to_Z,1.1811804327497921,0.28,2.500691048503688,1.8890996082084022,-0.016353609619326193,89.42061891960121,369.4300902407352,ff
55,0,ff,NOR2,A1_A2_tied_to_Z,0.8681906646953081,0.28,2.612854797725136,1.7992524370422711,1.379810663186106,4.894740300195783,270.06115852087345,ff
56,0,ff,NOR2,A1_A2_tied_to_Z,1.3841324695613606,0.28,2.4602138790084362,1.853149372302893,32.11771375633275,12.106027614489472,29.955472233914367,ff
57,0,ff,NOR2,A1_A2_tied_to_Z,3.550367732429036,0.28,2.18931142033035,1.7839126246614692,-5.037918396411488,43.93715193825538,118.55153363084771,ff
58,0,ff,NOR2,A1_A2_tied_to_Z,4.454768605731246,0.28,2.381489146172396,1.6994620815409234,88.71271940088991,87.16369251121432,87.36487916297416,ff
59,0,ff,NOR2,A1_A2_tied_to_Z,4.9874981681855814,0.28,2.9108886528133384,1.9371103655502497,80.50688485995458,36.66632282468734,454.4166119212208,ff
60,0,ff,NOR2,A1_A2_tied_to_Z,3.951046086343416,0.28,1.8359408959939556,1.6229129235974673,74.84733905357066,16.990585219171383,405.7972027209106,ff
61,0,ff,NOR2,A1_A2_tied_to_Z,0.8780988466093,0.28,2.1622619769537925,1.9192382468053335,-11.714823131723728,5.422100432831231,229.7433730598748,ff
62,0,ff,NOR2,A1_A2_tied_to_Z,1.750800864127337,0.28,1.688431035628608,1.676106235404914,9.169794381100516,47.15744277026261,195.48260380582425,ff
63,0,ff,NOR2,A1_A2_tied_to_Z,2.3121517859619747,0.28,2.2811285428545216,1.8044034174868733,90.33983062348246,71.14225006165444,393.97618737442576,ff
64,0,ff,NOR2,A1_A2_tied_to_Z,3.4698426945987997,0.28,2.0538569260175166,1.9712768447755942,49.036643731952196,64.36530675277315,238.05198912093022,ff
65,0,ff,NOR2,A1_A2_tied_to_Z,4.630318532847978,0.28,2.970235542181102,1.843236914518812,96.16099550676482,24.37542403062752,285.98104010749137,ff
66,0,ff,NOR2,A1_A2_tied_to_Z,2.5699395138979377,0.28,1.6702288094526776,1.742012574368351,23.465969090046116,57.755959737050254,301.06956475000766,ff
67,0,ff,NOR2,A1_A2_tied_to_Z,2.9664553623294005,0.28,2.1131795642612303,1.8693131497937043,37.22496933129335,76.88571169628888,422.1479543135459,ff
68,0,ff,NOR2,A1_A2_tied_to_Z,3.1735422916297455,0.28,1.5255575929372274,1.931539857093251,51.80550687405301,60.23197611229404,144.1937462271866,ff
69,0,ff,NOR2,A1_A2_tied_to_Z,1.956075661503355,0.28,2.806841723693871,1.6384472916170494,11.097423721571062,20.424027436790077,480.94803763715004,ff
70,0,ff,NOR2,A1_A2_tied_to_Z,0.532399429557836,0.28,2.8203884859456814,1.820355877673257,58.27311419067445,94.61359691677353,190.94706263372996,ff
71,0,ff,NOR2,A1_A2_tied_to_Z,2.8866787434935017,0.28,2.700007676214942,1.7662976728602513,19.020487606545743,98.37934968875774,354.8689188713423,ff
72,0,ff,XOR2,A1_to_Z_A2_held_1,4.8203404097382565,0.28,2.3771371026749346,1.8118182142531465,4.298418077641077,14.971982204281726,161.6255438850451,ff
73,0,ff,XOR2,A1_to_Z_A2_held_1,3.3168730733206293,0.28,2.8828452702650327,1.6344019426186858,-7.996521801818952,11.487591525482303,265.4295033598972,ff
74,0,ff,XOR2,A1_to_Z_A2_held_1,4.261238039716809,0.28,2.6954995948872496,1.9269648861210207,65.42202224728952,24.835948270238045,357.50162768497586,ff
75,0,ff,XOR2,A1_to_Z_A2_held_1,1.6823525666365209,0.28,2.8483390772807633,1.820130947853628,59.63687433247074,67.54466571733501,238.17400052538198,ff
76,0,ff,XOR2,A1_to_Z_A2_held_1,2.4996855765203616,0.28,2.4888891216752467,1.91359866053006,97.58797096278195,95.34198161795437,474.77676323265496,ff
77,0,ff,XOR2,A1_to_Z_A2_held_1,3.200298665421035,0.28,2.5164923207517758,1.955456486843827,94.47309293726356,91.72677304156934,44.86730410226561,ff
78,0,ff,XOR2,A1_to_Z_A2_held_1,1.2401089140850574,0.28,1.9510776830516812,1.700984326869583,53.13945149092734,46.27537620872218,178.6220842010931,ff
79,0,ff,XOR2,A1_to_Z_A2_held_1,1.8391393476623459,0.28,2.9816268403360984,1.8664509523069035,75.73044833511582,80.0456964383179,147.91783755006497,ff
80,0,ff,XOR2,A1_to_Z_A2_held_1,3.619142851484302,0.28,2.2412130484686754,1.7998108514721602,63.37970270182059,76.57147307959163,293.579161618638,ff
81,0,ff,XOR2,A1_to_Z_A2_held_1,4.188313333544436,0.28,2.0974817794452143,1.8863899724111821,83.53197539877307,27.417019744126524,88.25108966521593,ff
82,0,ff,XOR2,A1_to_Z_A2_held_1,2.7743744115342697,0.28,1.5122183110854577,1.6912705198324072,7.525158918104115,64.35036786904749,384.31588796861706,ff
83,0,ff,XOR2,A1_to_Z_A2_held_1,1.4163832097233389,0.28,1.7040242517018644,1.6518314184977956,27.327591403916244,30.527601775843745,112.45563297781598,ff
84,0,ff,XOR2,A1_to_Z_A2_held_1,4.742085652949541,0.28,2.3283212503024346,1.9687623379123846,-18.681837459886623,21.38979972399011,339.244163364233,ff
85,0,ff,XOR2,A1_to_Z_A2_held_1,2.271813671978185,0.28,2.798935044094284,1.7406130251546543,-10.017487056136634,40.69631494610751,452.1669423502372,ff
86,0,ff,XOR2,A1_to_Z_A2_held_1,0.6231844308813447,0.28,2.6752815212881442,1.8433569478022789,20.302800919323182,48.64517867311581,437.90035722975176,ff
87,0,ff,XOR2,A1_to_Z_A2_held_1,4.003105808978889,0.28,1.5717613522617269,1.777268953409474,13.460756846229337,5.416819734256082,52.26060316611844,ff
88,0,ff,XOR2,A1_to_Z_A2_held_1,0.7438309803069324,0.28,2.3025625205921294,1.6436913689542592,37.12577728613301,1.3714133484892599,217.2629739801711,ff
89,0,ff,XOR2,A1_to_Z_A2_held_1,0.8953618696068865,0.28,2.1786917807886628,1.9414178244572429,40.73314134323215,57.1666523282669,109.82511702642475,ff
90,0,ff,XOR2,A1_to_Z_A2_held_1,2.9660400336882433,0.28,1.8648207064466185,1.734529373930447,88.58259273003924,73.18679447412973,398.36164727524874,ff
91,0,ff,XOR2,A1_to_Z_A2_held_1,2.6264716662383503,0.28,1.6296054032284606,1.7236307453130078,70.12946594795807,34.23426294408527,487.10136131875333,ff
92,0,ff,XOR2,A1_to_Z_A2_held_1,3.794605635169222,0.28,2.607690736149301,1.7554836574166517,49.52405621265349,60.878984660372566,200.23549966285674,ff
93,0,ff,XOR2,A1_to_Z_A2_held_1,1.6075093786162244,0.28,1.8035914174205068,1.9036582827575974,34.47221700258217,85.65909940846986,309.15227997122264,ff
94,0,ff,XOR2,A1_to_Z_A2_held_1,4.614257216771564,0.28,2.0119560163149575,1.8522931026265257,19.364834746609702,98.60482332918416,25.38632814074352,ff
95,0,ff,XOR2,A1_to_Z_A2_held_1,2.0609987088684303,0.28,1.9068285333069905,1.6652930555811458,-3.405720271037911,52.759559850005346,328.7265097676083,ff
0,0,ss,INV,I_to_Z,2.073544963904531,0.28,1.8747028411752384,1.8278015342508058,5.28207988989562,98.62684266819141,251.6407106574868,ss
1,0,ss,INV,I_to_Z,1.6795717393100813,0.28,2.167604548440406,1.9471037867389018,14.931500209733095,29.901093582782973,379.2781829843418,ss
2,0,ss,INV,I_to_Z,2.566784095881026,0.28,2.4431424781529847,1.7977758873172873,62.188430135074526,14.601340564387744,471.22630114559496,ss
3,0,ss,INV,I_to_Z,4.493148872338381,0.28,2.6448198749680882,1.6387842193507565,43.482573597350964,38.351304453803394,408.4032496180127,ss
4,0,ss,INV,I_to_Z,1.4273745752435247,0.28,2.553826064188376,1.7441463947942206,0.5409482907641312,93.76905416255967,160.76299543558764,ss
5,0,ss,INV,I_to_Z,4.0809589481375905,0.28,2.9278756515110826,1.9123383481210738,75.50726946782382,60.13406287820569,80.25576967237838,ss
6,0,ss,INV,I_to_Z,1.184162449337861,0.28,2.2373173301042275,1.6990563917545156,27.430614710188046,54.933876056632464,145.48874700054898,ss
7,0,ss,INV,I_to_Z,2.4878414882538227,0.28,1.5730844531138717,1.9643978241349602,91.55123476835293,36.95684357508915,130.0403953399956,ss
8,0,ss,INV,I_to_Z,2.8387261437206823,0.28,1.7642318776563597,1.8928149910733847,35.90936699165683,50.49408367183059,323.64137879598366,ss
9,0,ss,INV,I_to_Z,3.0526479971322433,0.28,2.698909265641034,1.8455032361019286,46.85292513515164,52.39142581934411,308.6826596198536,ss
10,0,ss,INV,I_to_Z,0.6991127397221082,0.28,2.381075415418243,1.7107020612445774,32.56108536168716,79.27527105452438,421.8026942843592,ss
11,0,ss,INV,I_to_Z,1.5726971575268764,0.28,2.259519792448452,1.674707645760379,89.56747917154202,6.4113082261854375,453.3848554693691,ss
12,0,ss,INV,I_to_Z,4.022761045656074,0.28,1.5503327015810724,1.8321412168530014,-1.7296401285167384,91.42069556068935,34.70223180754154,ss
13,0,ss,INV,I_to_Z,3.5496003492794563,0.28,2.807059073830905,1.8022150980898741,-18.701655388131634,44.50007916603792,280.2152817224502,ss
14,0,ss,INV,I_to_Z,3.4394852258922888,0.28,2.9531650157141223,1.9788352461913918,72.07217408929449,63.64973485783194,21.474511843099933,ss
15,0,ss,INV,I_to_Z,3.770416135580791,0.28,2.567834419980855,1.6899448354593194,53.74178757642245,2.054705919682368,205.8103440186623,ss
16,0,ss,INV,I_to_Z,4.7796239875198205,0.28,1.7182490581126386,1.7833295130741138,21.41036382688803,28.10174383486054,187.6213417786527,ss
17,0,ss,INV,I_to_Z,0.9164218286748331,0.28,2.043918974311172,1.7307683837065186,-8.833059373617868,79.72691284635958,273.3653809615152,ss
18,0,ss,INV,I_to_Z,4.929154149066289,0.28,1.8969773405891055,1.7604855663406416,95.12707677814115,21.599310041790083,103.94517736257865,ss
19,0,ss,INV,I_to_Z,0.6054693570128388,0.28,2.3280710936932096,1.8784543319453213,57.58507546973635,70.79012043471627,376.65905581663003,ss
20,0,ss,INV,I_to_Z,4.35011418290706,0.28,1.9376096140807357,1.6211635056109286,16.00492337397668,12.226295582997132,343.8244734940958,ss
21,0,ss,INV,I_to_Z,2.1991752080730596,0.28,2.0735605875029774,1.9211974821936209,82.6129745645955,71.49213368671955,226.35519123997167,ss
22,0,ss,INV,I_to_Z,3.2208217410308797,0.28,2.8229441786305953,1.6538386853488518,-12.022655604091508,24.25000076192747,59.90301645245595,ss
23,0,ss,INV,I_to_Z,1.8772467472239915,0.28,1.635003524670584,1.8724149109968327,69.77637725549366,86.83988808466977,482.2954266440188,ss
24,0,ss,NAND2,A1_A2_tied_to_Z,2.3692696840978105,0.28,1.7497277551165058,1.9098551716168322,53.859779735833285,64.61191436622647,144.35205424547712,ss
25,0,ss,NAND2,A1_A2_tied_to_Z,1.2245440773198486,0.28,1.6380719663720988,1.6597716950252364,80.66044687606299,40.64099134220463,311.6098533390633,ss
26,0,ss,NAND2,A1_A2_tied_to_Z,4.3548670568491055,0.28,2.7204581562377848,1.9578644254195037,97.81231618769063,57.58222700143255,157.6379842491162,ss
27,0,ss,NAND2,A1_A2_tied_to_Z,1.4512046214867642,0.28,1.9736631550510766,1.9365036564763418,-4.221342313340992,89.55024869741796,415.87612364891083,ss
28,0,ss,NAND2,A1_A2_tied_to_Z,1.789396062875823,0.28,2.9802567266645217,1.6319628787308027,21.601398310883432,32.28521856919075,118.77218772519318,ss
29,0,ss,NAND2,A1_A2_tied_to_Z,1.8563396060246797,0.28,2.3456803465495133,1.711955253001781,46.17564281827717,19.82417930979322,441.6618741275251,ss
30,0,ss,NAND2,A1_A2_tied_to_Z,3.9667969753238057,0.28,2.6380394460181718,1.78676848819685,11.425931795377771,46.032771690905584,461.9303975054487,ss
31,0,ss,NAND2,A1_A2_tied_to_Z,4.596491795315291,0.28,1.6160657213160732,1.8284800214485784,25.902150824329823,93.0934588152507,25.623572791150337,ss
32,0,ss,NAND2,A1_A2_tied_to_Z,0.8537683635902044,0.28,2.2622730432252505,1.731811087323536,2.3232011767290928,49.287073046413816,95.48723098948435,ss
33,0,ss,NAND2,A1_A2_tied_to_Z,1.0233742430228454,0.28,2.111713987678283,1.9719201169386802,94.28168310048693,8.331118112518507,213.9789587301544,ss
34,0,ss,NAND2,A1_A2_tied_to_Z,3.5540448458390164,0.28,1.8509330128409693,1.6825431709307082,61.368786772072866,60.21000531484554,426.71649276114186,ss
35,0,ss,NAND2,A1_A2_tied_to_Z,2.77887117729731,0.28,1.7589538539118963,1.859418654388734,78.05627195373894,4.405743004343117,316.8146094077815,ss
36,0,ss,NAND2,A1_A2_tied_to_Z,3.1527006760547094,0.28,2.5546225303602617,1.6976577542997529,71.0075880238507,72.44824086378856,369.6701275842409,ss
37,0,ss,NAND2,A1_A2_tied_to_Z,3.797560483553072,0.28,2.244929404079366,1.7500013601933015,59.68383671721185,14.893591558538319,256.0881547541886,ss
38,0,ss,NAND2,A1_A2_tied_to_Z,2.976586672451587,0.28,2.8592267604137485,1.773844758619056,36.801392052480445,54.387568616115196,498.5164234758509,ss
39,0,ss,NAND2,A1_A2_tied_to_Z,4.839981330607993,0.28,2.4696820308055916,1.7699313437720194,17.52720413170175,77.51094000209139,187.6840433853967,ss
40,0,ss,NAND2,A1_A2_tied_to_Z,2.1163117732889516,0.28,1.908894849618226,1.8743322615866733,5.543715928340706,79.46010668418752,338.1386046347243,ss
41,0,ss,NAND2,A1_A2_tied_to_Z,4.628511959203072,0.28,2.0058494303941377,1.6439550611021703,33.28124010826612,85.77307213134405,235.4908363338351,ss
42,0,ss,NAND2,A1_A2_tied_to_Z,4.177535098184293,0.28,2.6143237819273923,1.9348566087284191,69.97687680984019,68.49096430038122,393.0079182606594,ss
43,0,ss,NAND2,A1_A2_tied_to_Z,2.4214585564133335,0.28,2.1723076479980348,1.840500035748709,44.56997267353505,12.226047711073996,82.01438959721668,ss
44,0,ss,NAND2,A1_A2_tied_to_Z,1.2737726786430663,0.28,2.4150962142470656,1.8076537378027298,-19.5680015373988,95.98677303301636,35.53337806818604,ss
45,0,ss,NAND2,A1_A2_tied_to_Z,0.5717622040653121,0.28,2.9114251895392727,1.6689093403075768,-5.63254080421223,27.122709074565567,57.345933639209285,ss
46,0,ss,NAND2,A1_A2_tied_to_Z,2.6503760483538543,0.28,1.5535650295489192,1.88438770611164,88.9131568967223,24.939948752401705,224.40953016699444,ss
47,0,ss,NAND2,A1_A2_tied_to_Z,3.335983774374091,0.28,2.7979415075537775,1.9008624866901849,-14.754914556738449,35.38112029951041,286.56426599196607,ss
48,0,ss,NOR2,A1_A2_tied_to_Z,0.6915224899170753,0.28,2.004286308023991,1.8648007430563451,39.61425221907891,92.86940156169779,455.708345197474,ss
49,0,ss,NOR2,A1_A2_tied_to_Z,2.838879695146579,0.28,2.625516733952004,1.8545901831730838,14.608806455424542,18.93298321850106,132.38942380431627,ss
50,0,ss,NOR2,A1_A2_tied_to_Z,4.697643233606418,0.28,2.3485607216761295,1.7984340774356147,98.1504600121186,1.067937054326676,410.55963940671757,ss
51,0,ss,NOR2,A1_A2_tied_to_Z,1.5578856707547806,0.28,1.5142604788475664,1.9472914580443716,88.51012729080459,45.7410787140377,192.37127702891084,ss
52,0,ss,NOR2,A1_A2_tied_to_Z,0.6764294709481292,0.28,2.7012131913497397,1.959259611269502,72.97038170723057,8.29877629129934,360.48366824181386,ss
53,0,ss,NOR2,A1_A2_tied_to_Z,3.1560447006429815,0.28,2.10331605026694,1.6521305857801907,-14.961010238902919,27.900070096402022,281.64992671661156,ss
54,0,ss,NOR2,A1_A2_tied_to_Z,3.8952201132961375,0.28,2.8617389958839397,1.6337703383884679,28.445974877949148,65.29893832284908,10.705698485074835,ss
55,0,ss,NOR2,A1_A2_tied_to_Z,4.121876069429395,0.28,1.6895294472910642,1.756567661388733,43.520248171783095,38.61387069194659,307.5312074449556,ss
56,0,ss,NOR2,A1_A2_tied_to_Z,3.0138061282757436,0.28,2.9954605608605633,1.7536742975988417,2.7402124750051087,70.21878415630783,466.6720878283185,ss
57,0,ss,NOR2,A1_A2_tied_to_Z,4.438806842127897,0.28,2.127712877016652,1.8797315294188452,84.00176186342136,13.189041996541794,340.9145595799844,ss
58,0,ss,NOR2,A1_A2_tied_to_Z,3.6114687932123584,0.28,1.7862098707338598,1.8047898066664887,17.248128780836787,77.92836076990827,260.4381311892656,ss
59,0,ss,NOR2,A1_A2_tied_to_Z,4.3558251654567846,0.28,1.9962435481348062,1.9751666943285435,6.030476122929905,84.59257523513234,30.655674384735814,ss
60,0,ss,NOR2,A1_A2_tied_to_Z,3.805309594147926,0.28,2.80833937497776,1.6397680005575124,76.83843427343254,90.5242602575883,110.27860988366596,ss
61,0,ss,NOR2,A1_A2_tied_to_Z,2.3825802423946776,0.28,2.9286512261889466,1.7140848124920396,33.65483746014977,54.060767050196816,140.5564845914381,ss
62,0,ss,NOR2,A1_A2_tied_to_Z,1.0958072527742835,0.28,2.563862317010317,1.6761329421963935,-8.535942465058493,56.31751595290155,379.3131926917582,ss
63,0,ss,NOR2,A1_A2_tied_to_Z,1.8555502443020517,0.28,1.6517280585198666,1.9327511936254653,94.57631906082192,22.20637067324386,56.14242106232739,ss
64,0,ss,NOR2,A1_A2_tied_to_Z,1.0024282361523666,0.28,1.866856209125762,1.7284294240920788,-2.19187514697267,14.265897757349153,85.13035521369986,ss
65,0,ss,NOR2,A1_A2_tied_to_Z,2.5769785653526482,0.28,2.2131072712486497,1.7075138034811426,46.89451878004465,72.30627663511137,437.1729314888746,ss
66,0,ss,NOR2,A1_A2_tied_to_Z,4.867610085086822,0.28,2.499591702374696,1.9043059837099814,58.85614295266579,36.2467009085942,217.82464788883553,ss
67,0,ss,NOR2,A1_A2_tied_to_Z,2.1236388050353385,0.28,1.5963974135984818,1.8353636159253888,61.536246421133654,48.457300839453474,484.4356294757834,ss
68,0,ss,NOR2,A1_A2_tied_to_Z,1.3532684441060188,0.28,2.530262237441077,1.8268243852384969,-15.258323726991776,32.08507601594172,156.34893772693212,ss
69,0,ss,NOR2,A1_A2_tied_to_Z,2.1892394261987076,0.28,1.9123289284760736,1.6902212217764188,20.7472250807605,98.91372730816626,336.3467503002098,ss
70,0,ss,NOR2,A1_A2_tied_to_Z,3.3543947316308733,0.28,2.3760095789281843,1.9188522829142607,68.90072406154752,79.83986254068239,246.38574257233407,ss
71,0,ss,NOR2,A1_A2_tied_to_Z,1.671605081778869,0.28,2.259255736406229,1.7755691235581705,54.041586664215615,62.463950867695765,210.94687564719644,ss
72,0,ss,XOR2,A1_to_Z_A2_held_1,4.083422044843875,0.28,2.432504005182368,1.6455370457620941,68.40652083983206,87.63402780764578,162.7033731560284,ss
73,0,ss,XOR2,A1_to_Z_A2_held_1,2.1495238935190093,0.28,1.6908478972455878,1.9391253443309702,22.467413606579264,94.37302898185256,332.85437524736284,ss
74,0,ss,XOR2,A1_to_Z_A2_held_1,2.940696234538665,0.28,2.1801418291663657,1.783456376409842,42.35618458008462,15.74805758411315,300.0496193338838,ss
